Locus_tag	Orig_Location	Orig_Num_Transcripts	Contig:start-end	Strand	Gene_Length	Num_Transcripts	mRNA_AED	CDS_AED	Description
I1I15_009614	contig5:3663906-3664538	1	contig5:3663906-3664538	+	632	1	0.000	0.000	no change
I1I15_009615	contig5:3664901-3665758	1	contig5:3664901-3665758	+	857	1	0.000	0.000	no change
I1I15_009616	contig5:3666006-3666093	1	contig5:3666006-3666093	-	87	1	0.000	0.000	no change
I1I15_009617	contig5:3666454-3668449	1	contig5:3666454-3668449	+	1995	1	0.000	0.000	no change
I1I15_009618	contig5:3668671-3669336	1	contig5:3668671-3669336	-	665	1	0.000	0.000	no change
I1I15_009619	contig5:3670799-3671792	1	contig5:3670799-3671792	+	993	1	0.000	0.000	no change
I1I15_009620	contig5:3672562-3674589	1	contig5:3670575-3674721	-	4146	1	0.264	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009621	contig5:3674859-3676655	1	contig5:3674722-3676879	+	2157	3	0.023	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009622	contig5:3677058-3678428	1	contig5:3677017-3678428	-	1411	1	0.016	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009623	contig5:3681054-3681236	1	contig5:3680926-3681601	+	675	1	0.365	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009624	contig5:3682668-3683236	1	contig5:3682668-3683236	-	568	1	0.000	0.000	no change
I1I15_009625	contig5:3684579-3686704	1	contig5:3684579-3686704	-	2125	1	0.000	0.000	no change
I1I15_009626	contig5:3688661-3694777	1	contig5:3688661-3694935	+	6274	1	0.013	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009627	contig5:3695226-3696465	1	contig5:3695226-3696465	+	1239	1	0.000	0.000	no change
I1I15_009628	contig5:3696704-3697666	1	contig5:3696067-3697901	+	1834	1	0.238	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009629	contig5:3697801-3698562	1	contig5:3697801-3698562	-	761	1	0.000	0.000	no change
I1I15_009630	contig5:3699176-3700649	1	contig5:3699176-3700649	-	1473	1	0.000	0.000	no change
I1I15_009631	contig5:3702111-3703061	1	contig5:3702111-3703061	-	950	1	0.000	0.000	no change
I1I15_009632	contig5:3703894-3704934	1	contig5:3703894-3704934	-	1040	1	0.000	0.000	no change
I1I15_009633	contig5:3706653-3707006	1	contig5:3706653-3707006	+	353	1	0.000	0.000	no change
I1I15_009634	contig5:3707311-3708924	1	contig5:3707311-3709229	+	1918	1	0.086	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009635	contig5:3710778-3712874	1	contig5:3710778-3712874	+	2096	1	0.000	0.000	no change
I1I15_009636	contig5:3713488-3713868	1	contig5:3713488-3713868	-	380	1	0.000	0.000	no change
I1I15_009637	contig5:3713982-3714299	1	contig5:3713982-3714299	-	317	1	0.000	0.000	no change
I1I15_009638	contig5:3716005-3718564	1	contig5:3716005-3718564	-	2559	1	0.000	0.000	no change
I1I15_009639	contig5:3719252-3721170	1	contig5:3719147-3722016	-	2869	1	0.162	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009640	contig5:3722359-3723303	1	contig5:3722017-3723393	+	1376	1	0.157	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009641	contig5:3723592-3726863	1	contig5:3723592-3726982	-	3390	1	0.018	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009642	contig5:3727825-3731328	1	contig5:3727825-3731328	-	3503	1	0.000	0.000	no change
I1I15_009643	contig5:3732965-3734495	1	contig5:3732965-3734495	-	1530	1	0.000	0.000	no change
I1I15_009644	contig5:3735458-3736656	1	contig5:3735458-3736656	-	1198	1	0.000	0.000	no change
I1I15_009645	contig5:3736754-3737053	1	contig5:3736754-3737053	-	299	1	0.000	0.000	no change
I1I15_009646	contig5:3737753-3738892	1	contig5:3737472-3738907	+	1435	1	0.103	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009647	contig5:3744602-3745882	1	contig5:3744602-3745882	+	1280	1	0.000	0.000	no change
I1I15_009648	contig5:3746060-3747190	1	contig5:3746060-3747190	-	1130	1	0.000	0.000	no change
I1I15_009649	contig5:3748069-3748942	1	contig5:3748069-3749281	+	1212	1	0.146	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009650	contig5:3749658-3751278	1	contig5:3749658-3751407	+	1749	1	0.038	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009651	contig5:3751627-3753362	1	contig5:3751627-3753362	-	1735	1	0.000	0.000	no change
I1I15_009652	contig5:3756547-3758595	1	contig5:3756376-3760143	+	3767	1	0.245	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009653	contig5:3760194-3760718	1	contig5:3760194-3760718	+	524	1	0.000	0.000	no change
I1I15_009654	contig5:3760873-3762018	1	contig5:3760873-3762018	-	1145	1	0.000	0.000	no change
I1I15_009655	contig5:3762567-3769692	1	contig5:3762567-3769692	-	7125	1	0.000	0.000	no change
I1I15_009656	contig5:3771719-3773070	1	contig5:3771719-3773070	+	1351	1	0.000	0.000	no change
I1I15_009657	contig5:3777054-3777980	1	contig5:3777054-3777980	-	926	1	0.000	0.000	no change
I1I15_009658	contig5:3779543-3786886	1	contig5:3779543-3786886	+	7343	1	0.000	0.000	no change
I1I15_009659	contig5:3787564-3788573	1	contig5:3786930-3788622	-	1692	1	0.215	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009660	contig5:3789561-3791589	1	contig5:3789248-3793491	+	4243	2	0.135	0.001	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 100%, 97%]
I1I15_009661	contig5:3791920-3792984	1	contig5:3791920-3792984	-	1064	1	0.000	0.000	no change
I1I15_009662	contig5:3794657-3795175	1	contig5:3794657-3795175	+	518	1	0.000	0.000	no change
I1I15_009663	contig5:3795300-3795373	1	contig5:3795300-3795373	+	73	1	0.000	0.000	no change
I1I15_009664	contig5:3796318-3798218	1	contig5:3795777-3798306	+	2529	1	0.127	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009665	contig5:3798436-3799938	1	contig5:3798436-3799938	-	1502	1	0.000	0.000	no change
I1I15_009666	contig5:3802043-3802171	1	contig5:3802043-3802171	-	128	1	0.000	0.000	no change
I1I15_009667	contig5:3802516-3803592	1	contig5:3802516-3803592	+	1076	1	0.000	0.000	no change
I1I15_009668	contig5:3803855-3804622	1	contig5:3803855-3804622	+	767	1	0.000	0.000	no change
I1I15_009669	contig5:3805216-3809451	1	contig5:3805216-3809451	-	4235	1	0.000	0.000	no change
I1I15_009670	contig5:3809715-3811415	1	contig5:3809715-3811415	+	1700	1	0.000	0.000	no change
I1I15_009671	contig5:3811571-3812734	1	contig5:3811571-3812734	-	1163	1	0.000	0.000	no change
I1I15_009672	contig5:3813218-3813931	1	contig5:3812866-3814388	-	1522	1	0.277	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009673	contig5:3815463-3816826	1	contig5:3815195-3817094	+	1899	1	0.151	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009674	contig5:3817103-3817201	1	contig5:3817103-3817201	-	98	1	0.000	0.000	no change
I1I15_009675	contig5:3817728-3817826	1	contig5:3817728-3817826	+	98	1	0.000	0.000	no change
I1I15_009676	contig5:3818116-3818984	1	contig5:3818116-3818984	-	868	1	0.000	0.000	no change
I1I15_009677	contig5:3819680-3821335	1	contig5:3819680-3821335	+	1655	1	0.000	0.000	no change
I1I15_009678	contig5:3821671-3823107	1	contig5:3821671-3823107	-	1436	1	0.000	0.000	no change
I1I15_009679	contig5:3823866-3824105	1	contig5:3823866-3824105	-	239	1	0.000	0.000	no change
I1I15_009680	contig5:3825055-3826200	1	contig5:3825055-3826200	+	1145	1	0.000	0.000	no change
I1I15_009681	contig5:3827709-3828855	1	contig5:3827709-3828855	+	1146	1	0.000	0.000	no change
I1I15_009682	contig5:3829433-3831612	1	contig5:3829433-3831612	-	2179	1	0.000	0.000	no change
I1I15_009683	contig5:3833465-3836002	1	contig5:3832566-3836630	+	4064	2	0.096	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009684	contig5:3837261-3837670	1	contig5:3837261-3837670	+	409	1	0.000	0.000	no change
I1I15_009685	contig5:3840050-3849154	1	contig5:3838948-3849401	+	10453	1	0.067	0.040	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 92%]
I1I15_009686	contig5:3849563-3850681	1	contig5:3849563-3850681	-	1118	1	0.000	0.000	no change
I1I15_009687	contig5:3851443-3852978	1	contig5:3850946-3854253	+	3307	1	0.268	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009688	contig5:3853448-3855748	1	contig5:3853448-3855883	+	2435	1	0.028	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009689	contig5:3856191-3856948	1	contig5:3856191-3856948	+	757	1	0.000	0.000	no change
I1I15_009690	contig5:3858008-3858826	1	contig5:3858008-3858826	+	818	1	0.000	0.000	no change
I1I15_009691	contig5:3859004-3860315	1	contig5:3858957-3860345	-	1388	2	0.015	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009692	contig5:3860724-3862177	1	contig5:3860724-3862177	-	1453	1	0.000	0.000	no change
I1I15_009693	contig5:3863545-3864809	1	contig5:3863545-3864809	-	1264	1	0.000	0.000	no change
I1I15_009694	contig5:3865089-3865992	1	contig5:3865089-3865992	+	903	1	0.000	0.000	no change
I1I15_009695	contig5:3866288-3867367	1	contig5:3866288-3867367	-	1079	1	0.000	0.000	no change
I1I15_009696	contig5:3868323-3869891	1	contig5:3868323-3869891	-	1568	1	0.000	0.000	no change
I1I15_009697	contig5:3871248-3872811	1	contig5:3871248-3872811	+	1563	1	0.000	0.000	no change
I1I15_009698	contig5:3873305-3874706	1	contig5:3873305-3874706	+	1401	1	0.000	0.000	no change
I1I15_009699	contig5:3874903-3876368	1	contig5:3874903-3876368	-	1465	1	0.000	0.000	no change
I1I15_009700	contig5:3876896-3877301	1	contig5:3876896-3877301	-	405	1	0.000	0.000	no change
I1I15_009701	contig5:3877539-3878314	1	contig5:3877539-3878314	+	775	1	0.000	0.000	no change
I1I15_009702	contig5:3878700-3880477	1	contig5:3878700-3880477	+	1777	1	0.000	0.000	no change
I1I15_009703	contig5:3880533-3881678	1	contig5:3880533-3881678	-	1145	1	0.000	0.000	no change
I1I15_009704	contig5:3882379-3883914	1	contig5:3882379-3883914	+	1535	1	0.000	0.000	no change
I1I15_009705	contig5:3884171-3885260	1	contig5:3884171-3885260	+	1089	1	0.000	0.000	no change
I1I15_009706	contig5:3885673-3886737	1	contig5:3885673-3886737	+	1064	1	0.000	0.000	no change
I1I15_009707	contig5:3887437-3889284	1	contig5:3887437-3889284	+	1847	1	0.000	0.000	no change
I1I15_009708	contig5:3890216-3891131	1	contig5:3890216-3891131	-	915	1	0.000	0.000	no change
I1I15_009709	contig5:3893035-3894332	1	contig5:3892964-3894426	+	1462	1	0.066	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009710	contig5:3895796-3898614	1	contig5:3895796-3898614	-	2818	1	0.000	0.000	no change
I1I15_009711	contig5:3898994-3900118	1	contig5:3898994-3900118	+	1124	1	0.000	0.000	no change
I1I15_009712	contig5:3900734-3902374	1	contig5:3900734-3902374	-	1640	1	0.000	0.000	no change
I1I15_009713	contig5:3903492-3905328	1	contig5:3903492-3905328	+	1836	1	0.000	0.000	no change
I1I15_009714	contig5:3906186-3906521	1	contig5:3906186-3906521	+	335	1	0.000	0.000	no change
I1I15_009715	contig5:3906677-3908221	1	contig5:3906677-3908221	-	1544	1	0.000	0.000	no change
I1I15_009716	contig5:3908805-3909727	1	contig5:3908805-3909727	+	922	1	0.000	0.000	no change
I1I15_009717	contig5:3909890-3911252	1	contig5:3909822-3911428	-	1606	2	0.043	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009718	contig5:3913693-3915092	1	contig5:3913693-3915092	+	1399	1	0.000	0.000	no change
I1I15_009719	contig5:3915235-3916535	1	contig5:3915235-3916571	-	1336	1	0.014	0.009	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 98%]
I1I15_009720	contig5:3917238-3919062	1	contig5:3917238-3919062	+	1824	1	0.000	0.000	no change
I1I15_009721	contig5:3919817-3921041	1	contig5:3919328-3921281	-	1953	1	0.205	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009722	contig5:3921546-3922971	1	contig5:3921431-3923179	+	1748	2	0.059	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009723	contig5:3923672-3924818	1	contig5:3923672-3924818	-	1146	1	0.000	0.000	no change
I1I15_009724	contig5:3924993-3926039	1	contig5:3924993-3926039	-	1046	1	0.000	0.000	no change
I1I15_009725	contig5:3926203-3927498	1	contig5:3926203-3927498	+	1295	1	0.000	0.000	no change
I1I15_009726	contig5:3927790-3928308	1	contig5:3927790-3928351	+	561	1	0.046	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009727	contig5:3928835-3930157	1	contig5:3928835-3930157	+	1322	1	0.000	0.000	no change
I1I15_009728	contig5:3930814-3931647	1	contig5:3930814-3931647	-	833	1	0.000	0.000	no change
I1I15_009729	contig5:3932276-3933843	1	contig5:3932276-3933843	-	1567	1	0.000	0.000	no change
I1I15_009730	contig5:3934377-3935300	1	contig5:3934377-3935300	+	923	1	0.000	0.000	no change
I1I15_009731	contig5:3937292-3938813	1	contig5:3937292-3938813	+	1521	1	0.000	0.000	no change
I1I15_009732	contig5:3939070-3940032	1	contig5:3939070-3940332	-	1262	1	0.119	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009733	contig5:3940621-3941784	1	contig5:3940621-3941784	-	1163	1	0.000	0.000	no change
I1I15_009734	contig5:3943062-3944787	1	contig5:3943062-3944787	+	1725	1	0.000	0.000	no change
I1I15_009735	contig5:3945883-3947079	1	contig5:3945883-3947079	-	1196	1	0.000	0.000	no change
I1I15_009736	contig5:3947383-3947589	1	contig5:3947383-3947589	+	206	1	0.000	0.000	no change
I1I15_009737	contig5:3947830-3948312	1	contig5:3947830-3948312	+	482	1	0.000	0.000	no change
I1I15_009738	contig5:3948981-3949565	1	contig5:3948981-3949565	+	584	1	0.000	0.000	no change
I1I15_009739	contig5:3949894-3950679	1	contig5:3949822-3950958	+	1136	1	0.154	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009740	contig5:3951641-3953053	1	contig5:3951641-3953053	-	1412	1	0.000	0.000	no change
I1I15_009741	contig5:3953318-3954213	1	contig5:3953318-3954213	-	895	1	0.000	0.000	no change
I1I15_009742	contig5:3954550-3955629	1	contig5:3954550-3955629	+	1079	1	0.000	0.000	no change
I1I15_009743	contig5:3955812-3957351	1	contig5:3955812-3957351	-	1539	1	0.000	0.000	no change
I1I15_009744	contig5:3957994-3959381	1	contig5:3957994-3959381	-	1387	1	0.000	0.000	no change
I1I15_009745	contig5:3960369-3961521	1	contig5:3960369-3961521	-	1152	1	0.000	0.000	no change
I1I15_009746	contig5:3963462-3965144	1	contig5:3963462-3965144	+	1682	1	0.000	0.000	no change
I1I15_009747	contig5:3966014-3966622	1	contig5:3966014-3966622	-	608	1	0.000	0.000	no change
I1I15_009748	contig5:3967717-3968211	1	contig5:3967717-3968211	-	494	1	0.000	0.000	no change
I1I15_009749	contig5:3968891-3970457	1	contig5:3968891-3970457	-	1566	1	0.000	0.000	no change
I1I15_009750	contig5:3971019-3971866	1	contig5:3971019-3971866	-	847	1	0.000	0.000	no change
I1I15_009751	contig5:3972463-3973791	1	contig5:3972463-3973791	+	1328	1	0.000	0.000	no change
I1I15_009752	contig5:3974079-3974870	1	contig5:3974079-3974870	+	791	1	0.000	0.000	no change
I1I15_009753	contig5:3976615-3977676	1	contig5:3976615-3977798	-	1183	1	0.052	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009754	contig5:3985674-3986486	1	contig5:3985674-3986486	-	812	1	0.000	0.000	no change
I1I15_009755	contig5:3987177-3988721	1	contig5:3987177-3988721	-	1544	1	0.000	0.000	no change
I1I15_009756	contig5:3991105-3991551	1	contig5:3990442-3992089	+	1647	1	0.365	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009757	contig5:3992296-3993105	1	contig5:3992296-3993105	-	809	1	0.000	0.000	no change
I1I15_009758	contig5:3993460-3993806	1	contig5:3993460-3993806	+	346	1	0.000	0.000	no change
I1I15_009759	contig5:3995910-3996833	1	contig5:3995910-3996833	+	923	1	0.000	0.000	no change
I1I15_009760	contig5:3997178-3998125	1	contig5:3997094-3998344	+	1250	1	0.138	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009761	contig5:4000647-4000943	1	contig5:4000647-4000943	+	296	1	0.000	0.000	no change
I1I15_009762	contig5:4001076-4002891	1	contig5:4001076-4003004	+	1928	1	0.030	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009763	contig5:4003414-4003846	1	contig5:4003414-4003846	-	432	1	0.000	0.000	no change
I1I15_009764	contig5:4007629-4008876	1	contig5:4007629-4009203	+	1574	1	0.124	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009765	contig5:4010942-4011319	1	contig5:4010942-4011319	+	377	1	0.000	0.000	no change
I1I15_009766	contig5:4011334-4012284	1	contig5:4011334-4012284	+	950	1	0.000	0.000	no change
I1I15_009767	contig5:4012783-4014654	1	contig5:4012783-4014654	-	1871	1	0.000	0.000	no change
I1I15_009768	contig5:4021616-4022317	1	contig5:4021616-4022317	-	701	1	0.000	0.000	no change
I1I15_009769	contig5:4022801-4023468	1	contig5:4022801-4023468	-	667	1	0.000	0.000	no change
I1I15_009770	contig5:4023777-4025214	1	contig5:4023777-4025214	-	1437	1	0.000	0.000	no change
I1I15_009771	contig5:4026088-4028146	1	contig5:4026088-4028146	-	2058	1	0.000	0.000	no change
I1I15_009772	contig5:4028794-4029354	1	contig5:4028794-4029354	-	560	1	0.000	0.000	no change
I1I15_009773	contig5:4029356-4029954	1	contig5:4029191-4030043	-	852	1	0.198	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009774	contig5:4031248-4033844	1	contig5:4031243-4034010	-	2767	1	0.032	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009775	contig5:4034231-4034678	1	contig5:4034231-4034678	-	447	1	0.000	0.000	no change
I1I15_009776	contig5:4035510-4036797	1	contig5:4035391-4036797	+	1406	1	0.044	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009777	contig5:4037646-4039600	1	contig5:4037559-4039600	-	2041	1	0.022	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009778	contig5:4039797-4040489	1	contig5:4039797-4040489	+	692	1	0.000	0.000	no change
I1I15_009779	contig5:4042054-4042602	1	contig5:4042052-4042712	+	660	1	0.085	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009780	contig5:4044091-4045606	1	contig5:4044091-4045606	-	1515	1	0.000	0.000	no change
I1I15_009781	contig5:4046824-4048143	1	contig5:4046824-4048143	-	1319	1	0.000	0.000	no change
I1I15_009782	contig5:4049312-4050556	1	contig5:4049312-4050556	-	1244	1	0.000	0.000	no change
I1I15_009783	contig5:4051922-4052095	1	contig5:4051922-4052095	-	173	1	0.000	0.000	no change
I1I15_009784	contig5:4053487-4056709	1	contig5:4052662-4057425	-	4763	4	0.035	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009785	contig6:39498-42974	1	contig6:39498-42974	-	3476	1	0.000	0.000	no change
I1I15_009786	contig6:46955-48306	1	contig6:46955-48306	+	1351	1	0.000	0.000	no change
I1I15_009787	contig6:48476-50297	1	contig6:48476-50297	-	1821	1	0.000	0.000	no change
I1I15_009788	contig6:51679-55482	1	contig6:51408-55667	-	4259	1	0.056	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009789	contig6:55980-56330	1	contig6:55980-56330	+	350	1	0.000	0.000	no change
I1I15_009790	contig6:56415-58573	1	contig6:56415-58573	+	2158	1	0.000	0.000	no change
I1I15_009791	contig6:59194-59556	1	contig6:59194-59556	-	362	1	0.000	0.000	no change
I1I15_009792	contig6:60841-61698	1	contig6:60841-61698	-	857	1	0.000	0.000	no change
I1I15_009793	contig6:63140-64196	1	contig6:63140-64196	-	1056	1	0.000	0.000	no change
I1I15_009794	contig6:64889-65287	1	contig6:64689-65775	+	1086	1	0.323	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009795	contig6:65981-67037	1	contig6:65981-67037	+	1056	1	0.000	0.000	no change
I1I15_009796	contig6:67597-69231	1	contig6:67597-69231	-	1634	1	0.000	0.000	no change
I1I15_009797	contig6:69954-73746	1	contig6:69507-74306	-	4799	2	0.056	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009798	contig6:75075-76691	1	contig6:75075-76691	-	1616	1	0.000	0.000	no change
I1I15_009799	contig6:79400-80945	1	contig6:79400-80945	-	1545	1	0.000	0.000	no change
I1I15_009800	contig6:82425-82844	1	contig6:82425-82844	+	419	1	0.000	0.000	no change
I1I15_009801	contig6:83228-84227	1	contig6:83228-84227	+	999	1	0.000	0.000	no change
I1I15_009802	contig6:84714-84938	1	contig6:84714-84938	-	224	1	0.000	0.000	no change
I1I15_009803	contig6:86161-89719	1	contig6:86161-89719	-	3558	1	0.000	0.000	no change
I1I15_009804	contig6:90571-94813	1	contig6:90571-94889	-	4318	1	0.010	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009805	contig6:95759-98368	1	contig6:95759-98368	-	2609	1	0.000	0.000	no change
I1I15_009806	contig6:100148-100514	1	contig6:100148-100514	+	366	1	0.000	0.000	no change
I1I15_009807	contig6:100881-102401	1	contig6:100881-102401	+	1520	1	0.000	0.000	no change
I1I15_009808	contig6:107985-109456	1	contig6:107195-109976	+	2781	1	0.192	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009809	contig6:110038-111239	1	contig6:110038-111239	-	1201	1	0.000	0.000	no change
I1I15_009810	contig6:114504-116792	1	contig6:114504-116792	+	2288	1	0.000	0.000	no change
I1I15_009811	contig6:118475-118766	1	contig6:118475-118766	+	291	1	0.000	0.000	no change
I1I15_009812	contig6:122575-125143	1	contig6:122575-125876	-	3301	2	0.075	0.015	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 90%, 94%]
I1I15_009813	contig6:125964-126161	1	contig6:125964-126161	-	197	1	0.000	0.000	no change
I1I15_009814	contig6:134620-135724	1	contig6:134620-135724	-	1104	1	0.000	0.000	no change
I1I15_009815	contig6:139303-140307	1	contig6:139303-140307	+	1004	1	0.000	0.000	no change
I1I15_009816	contig6:140816-142183	1	contig6:140572-142961	-	2389	2	0.104	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009818	contig6:144618-145917	1	contig6:144618-145917	-	1299	1	0.000	0.000	no change
I1I15_009819	contig6:146270-148246	1	contig6:146171-148439	+	2268	2	0.037	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009820	contig6:148998-150782	1	contig6:148533-150877	-	2344	1	0.149	0.142	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 79%]
I1I15_009821	contig6:151299-152242	1	contig6:151087-152564	+	1477	1	0.214	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009822	contig6:152683-154257	1	contig6:152565-154467	-	1902	1	0.121	0.035	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 93%]
I1I15_009823	contig6:155025-157566	1	contig6:154490-157752	-	3262	2	0.060	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009824	contig6:158926-159417	1	contig6:158926-159417	+	491	1	0.000	0.000	no change
I1I15_009825	contig6:160916-162648	1	contig6:160916-162648	+	1732	1	0.000	0.000	no change
I1I15_009826	contig6:163070-164472	1	contig6:163070-164472	+	1402	1	0.000	0.000	no change
I1I15_009827	contig6:164882-165532	1	contig6:164882-165532	-	650	1	0.000	0.000	no change
I1I15_009828	contig6:165905-166400	1	contig6:165797-166561	+	764	1	0.194	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009829	contig6:166599-168278	1	contig6:166599-168278	-	1679	1	0.000	0.000	no change
I1I15_009830	contig6:170492-171340	1	contig6:170492-171340	-	848	1	0.000	0.000	no change
I1I15_009831	contig6:172359-174239	1	contig6:172359-174239	+	1880	1	0.000	0.000	no change
I1I15_009832	contig6:174910-176451	1	contig6:174910-176451	-	1541	1	0.000	0.000	no change
I1I15_009833	contig6:176766-177197	1	contig6:176766-177197	+	431	1	0.000	0.000	no change
I1I15_009834	contig6:177266-177724	1	contig6:177266-177724	+	458	1	0.000	0.000	no change
I1I15_009835	contig6:179220-181052	1	contig6:179220-181052	+	1832	1	0.000	0.000	no change
I1I15_009836	contig6:181344-182469	1	contig6:181344-182469	+	1125	1	0.000	0.000	no change
I1I15_009837	contig6:183309-184879	1	contig6:183309-184879	-	1570	1	0.000	0.000	no change
I1I15_009838	contig6:186915-188693	1	contig6:186915-188693	-	1778	1	0.000	0.000	no change
I1I15_009839	contig6:194960-197306	1	contig6:194960-197306	+	2346	1	0.000	0.000	no change
I1I15_009840	contig6:197775-199292	1	contig6:197775-199292	+	1517	1	0.000	0.000	no change
I1I15_009841	contig6:200021-200091	1	contig6:200021-200091	+	70	1	0.000	0.000	no change
I1I15_009842	contig6:201005-202324	1	contig6:201005-202324	-	1319	1	0.000	0.000	no change
I1I15_009843	contig6:203112-204150	1	contig6:203112-204150	-	1038	1	0.000	0.000	no change
I1I15_009844	contig6:205650-207016	1	contig6:205650-207016	-	1366	1	0.000	0.000	no change
I1I15_009845	contig6:209418-212301	1	contig6:207888-212491	+	4603	1	0.189	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009846	contig6:212702-213648	1	contig6:212702-213648	-	946	1	0.000	0.000	no change
I1I15_009847	contig6:213912-214427	1	contig6:213912-214427	-	515	1	0.000	0.000	no change
I1I15_009848	contig6:214546-215338	1	contig6:214546-215338	+	792	1	0.000	0.000	no change
I1I15_009849	contig6:215665-216804	1	contig6:215665-216804	+	1139	1	0.000	0.000	no change
I1I15_009850	contig6:217282-217733	1	contig6:217282-217733	+	451	1	0.000	0.000	no change
I1I15_009851	contig6:218448-220079	1	contig6:218448-220079	+	1631	1	0.000	0.000	no change
I1I15_009852	contig6:221114-222765	1	contig6:221114-222765	+	1651	1	0.000	0.000	no change
I1I15_009853	contig6:223007-224023	1	contig6:223007-224023	-	1016	1	0.000	0.000	no change
I1I15_009854	contig6:224744-226211	1	contig6:224682-226288	+	1606	3	0.018	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009855	contig6:226622-228917	1	contig6:226622-228917	+	2295	1	0.000	0.000	no change
I1I15_009856	contig6:229670-231334	1	contig6:229670-231334	-	1664	1	0.000	0.000	no change
I1I15_009857	contig6:232034-234646	1	contig6:232034-234646	-	2612	1	0.000	0.000	no change
